i,age,female,education,polinterest,satisdmo,impact,lr_A_1,lr_B_1,types_1,unc_1,ut_A_1,ut_B_1,ut_B_A_1,ut_B_A_sq_1,vote_1,vote_spa_1,age2,lr_A_2,lr_B_2,lr_cer_2,lr_unc_2,positions_2,switch_1_2,types_2,unc_2,ut_A_2,ut_B_2,ut_B_A_2,ut_B_A_sq_2,ut_cer_2,ut_unc_2,ut_unc_cer_2,ut_unc_cer_sq_2,vote_2,vote_spa_2,vote_unc_2,lr_A_3,lr_B_3,lr_cer_3,lr_unc_3,types_3,unc_3,ut_A_3,ut_B_3,ut_B_A_3,ut_B_A_sq_3,ut_unc_cer_3,vote_3,vote_unc_3,lr_A_4,lr_B_4,lr_cer_4,lr_unc_4,types_4,unc_4,ut_A_4,ut_B_4,ut_B_A_4,ut_B_A_sq_4,ut_unc_cer_4,vote_4,vote_unc_4,lr_A_5,lr_B_5,lr_cer_5,lr_unc_5,lr_unc_max_5,lr_unc_min_5,types_5,unc_5,ut_A_5,ut_B_5,ut_B_A_5,ut_B_A_sq_5,ut_cer_5,ut_unc_5,ut_unc_cer_5,ut_unc_cer_sq_5,ut_unc_max_5,ut_unc_min_5,vignette_5,vote_5,vote_spa_5,vote_unc_5,impact_cat,ind_unc,lr_afd,lr_afd_unc,lr_cdu,lr_cdu_unc,lr_fdp,lr_fdp_unc,lr_gre,lr_gre_unc,lr_i,lr_i_unc,lr_i_unc_cat,lr_linke,lr_linke_unc,lr_spd,lr_spd_unc,polinterest_cat,risk,risk_cat,sq,sq_unc,switch_1_2_cer,switch_1_2_unc,vote,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc
420,50,m,Hauptschule,mittelmäßig,teils/ teils,groß,1,2,both right,2,-1,-2,-1,3,Party A,yes,2500,-4,-1,-4,-1,new,,both left,Party B,-4,-1,3,-15,-4,-1,3,-15,Party B,yes,yes,-1,-1,-1,-1,both left,Party A,-1,-1,0,0,0,Party B,no,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party A,no,no,groß,1,-4,weder/noch,1,ziemlich sicher,-1,weder/noch,5,sehr sicher,0,ziemlich sicher,sicher,-2,weder/noch,1,ziemlich sicher,mittel,manchmal Risiken,affin,1,ziemlich sicher,,,Grüne,no,no,no,no,no
421,46,m,Hochschulstudium,sehr stark,sehr unzufrieden,groß,-1,4,left/right,2,-1,-4,-3,15,Party A,yes,2116,-1,4,-1,4,same,no,left/right,Party B,-1,-4,-3,15,-1,-4,-3,15,Party A,yes,no,0,0,0,0,all tied,Party A,0,0,0,0,0,Party A,yes,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party B,yes,yes,groß,1,2,ziemlich sicher,-2,ziemlich sicher,-1,ziemlich sicher,-5,ziemlich sicher,0,sehr sicher,sicher,-4,ziemlich sicher,-4,ziemlich sicher,stark,manchmal Risiken,affin,-3,ziemlich sicher,no,no,AfD,no,no,no,yes,no
422,34,m,Hochschulstudium,mittelmäßig,teils/ teils,gering,-4,3,left/right,2,-4,-3,1,-7,Party A,no,1156,-4,3,3,-4,same,no,left/right,Party A,-4,-3,1,-7,-3,-4,-1,7,Party A,no,yes,1,1,1,1,both right,Party B,-1,-1,0,0,0,Party A,no,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,,,,,left/right,none,-2,-1,1,-3,-2,-1,1,-3,,,B=precise,Party A,no,no,gering,2,1,weder/noch,0,weder/noch,1,weder/noch,1,weder/noch,0,weder/noch,unsicher,1,weder/noch,0,weder/noch,mittel,keine Vorlieben,neutral,0,weder/noch,no,no,Grüne,yes,no,no,no,no
423,43,m,Realschule,weniger stark,teils/ teils,gering,-3,4,left/right,2,-3,-4,-1,7,Party A,yes,1849,-3,4,4,-3,same,no,left/right,Party A,-3,-4,-1,7,-4,-3,1,-7,Party A,yes,yes,4,4,4,4,both right,Party B,-4,-4,0,0,0,Party A,no,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,-2,-1,1,-3,-2,-1,1,-3,,,B=risky,Party A,no,no,gering,1,4,sehr sicher,-2,ziemlich sicher,-1,sehr unsicher,-2,sehr unsicher,0,ziemlich sicher,sicher,-4,ziemlich sicher,0,weder/noch,gering,Sicherheit,avers,-2,weder/noch,no,no,CDU/CSU,yes,no,no,no,no
424,60,m,Hochschulstudium,ziemlich stark,ziemlich zufrieden,sehr groß,-2,-2,both left,2,-2,-2,0,0,Party B,yes,3600,1,2,2,1,new,,both right,Party A,-1,-2,-1,3,-2,-1,1,-3,Party A,yes,yes,3,3,3,3,both right,Party B,-3,-3,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=internal conflict,Party B,yes,yes,groß,2,5,sehr sicher,1,sehr sicher,2,ziemlich sicher,0,sehr sicher,0,sehr sicher,sicher,-5,sehr sicher,-1,sehr sicher,stark,Sicherheit,avers,1,ziemlich sicher,,,CDU/CSU,no,no,no,yes,yes
425,30,m,Abitur,überhaupt nicht,teils/ teils,sehr gering,-2,3,left/right,2,-2,-3,-1,5,Party A,yes,900,-2,4,4,-2,new,,left/right,Party A,-2,-4,-2,12,-4,-2,2,-12,Party A,yes,yes,-2,-2,-2,-2,both left,Party B,-2,-2,0,0,0,Party A,no,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=internal conflict,Party A,no,no,gering,1,5,ziemlich sicher,0,sehr sicher,0,weder/noch,0,sehr sicher,0,sehr sicher,sicher,-5,weder/noch,0,sehr sicher,gering,unbedingte Sicherheit,avers,0,weder/noch,,,SPD,no,no,no,no,no
427,42,m,Realschule,sehr stark,ziemlich unzufrieden,sehr gering,1,1,all tied,2,0,0,0,0,Party B,yes,1764,-4,2,2,-4,new,,left/right,Party A,-5,-1,4,-24,-1,-5,-4,24,Party B,yes,no,-4,-4,-4,-4,both left,Party B,-5,-5,0,0,0,Party B,yes,-1,3,-1,3,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,,,,,left/right,none,-3,0,3,-9,-3,0,3,-9,,,B=precise,Party B,yes,no,gering,1,4,ziemlich sicher,-3,ziemlich sicher,1,weder/noch,-2,weder/noch,1,ziemlich sicher,sicher,-3,ziemlich sicher,-1,ziemlich sicher,stark,manchmal Risiken,affin,-3,ziemlich sicher,,,,no,yes,no,yes,no
428,50,f,Abitur,mittelmäßig,teils/ teils,groß,-4,-4,both left,2,-3,-3,0,0,Party A,yes,2500,0,2,0,2,new,,both right,Party B,-1,-3,-2,8,-1,-3,-2,8,Party A,yes,no,4,4,4,4,both right,Party B,-5,-5,0,0,0,Party A,no,-3,1,1,-3,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,,,left/right,Party B,-1,-2,-1,3,-1,-2,-1,3,,,B=risky,Party B,no,yes,groß,1,-3,ziemlich sicher,-1,weder/noch,0,ziemlich sicher,-1,weder/noch,-1,weder/noch,unsicher,-2,weder/noch,-1,weder/noch,mittel,keine Vorlieben,neutral,0,ziemlich sicher,,,SPD,no,no,no,no,no
430,36,f,Abitur,sehr stark,sehr unzufrieden,gering,-3,3,left/right,2,-6,0,6,-36,Party B,yes,1296,-3,3,-3,3,same,no,left/right,Party B,-6,0,6,-36,-6,0,6,-36,Party B,yes,yes,-1,-1,-1,-1,both left,Party A,-4,-4,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,,,,,both left,none,-5,-2,3,-21,-5,-2,3,-21,,,B=precise,Party B,yes,no,gering,0,2,ziemlich sicher,2,ziemlich sicher,0,ziemlich sicher,-3,ziemlich sicher,3,ziemlich sicher,sicher,-4,ziemlich sicher,0,ziemlich sicher,stark,manchmal Risiken,affin,-4,ziemlich sicher,no,no,AfD,no,no,no,yes,no
431,50,m,Realschule,ziemlich stark,teils/ teils,groß,1,1,both right,2,-1,-1,0,0,Party A,yes,2500,1,1,1,1,same,no,both right,Party A,-1,-1,0,0,-1,-1,0,0,Party A,yes,yes,1,1,1,1,both right,Party A,-1,-1,0,0,0,Party A,yes,-2,2,-2,2,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party A,no,no,groß,3,2,ziemlich sicher,0,ziemlich sicher,1,ziemlich sicher,-1,ziemlich sicher,0,ziemlich sicher,sicher,-4,ziemlich sicher,-1,ziemlich sicher,stark,keine Vorlieben,neutral,0,ziemlich sicher,no,no,,yes,no,no,no,no
433,50,m,Realschule,mittelmäßig,teils/ teils,gering,2,2,both right,2,-2,-2,0,0,Party B,yes,2500,2,2,2,2,same,yes,both right,Party B,-2,-2,0,0,-2,-2,0,0,Party A,yes,no,-3,-3,-3,-3,both left,Party B,-3,-3,0,0,0,Party A,no,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=internal conflict,Party A,no,no,gering,0,1,weder/noch,0,weder/noch,2,weder/noch,2,weder/noch,0,weder/noch,unsicher,1,weder/noch,2,weder/noch,mittel,keine Vorlieben,neutral,0,weder/noch,yes,no,CDU/CSU,no,no,yes,no,no
434,64,m,Realschule,mittelmäßig,ziemlich zufrieden,groß,-4,-3,both left,2,-2,-1,1,-3,Party B,yes,4096,-3,-2,-3,-2,new,,left/right,Party B,-1,0,1,-1,-1,0,1,-1,Party B,yes,yes,-1,-1,-1,-1,both right,Party B,-1,-1,0,0,0,Party B,yes,-4,0,-4,0,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,0,5,,Party B,0,-3,-3,9,0,-3,-3,9,-2,-7,B=internal conflict,Party A,yes,no,groß,1,5,sehr sicher,2,sehr sicher,0,sehr sicher,0,sehr sicher,-2,sehr sicher,sicher,-3,sehr sicher,-1,sehr sicher,mittel,Sicherheit,avers,0,ziemlich sicher,,,Grüne,no,no,no,yes,no
436,36,m,Hochschulstudium,mittelmäßig,ziemlich unzufrieden,sehr gering,-2,0,both left,2,-7,-5,2,-24,Party B,yes,1296,-2,0,0,-2,same,no,both left,Party A,-7,-5,2,-24,-5,-7,-2,24,Party B,yes,no,-4,-4,-4,-4,both left,Party B,-9,-9,0,0,0,Party A,no,,,,,,,,,0,0,0,,,-2,1,,,,,both left,none,-7,-4,3,-33,-7,-4,3,-33,,,B=precise,Party B,yes,no,gering,0,5,sehr sicher,-5,sehr sicher,-5,sehr sicher,-1,sehr sicher,5,sehr sicher,sicher,-1,sehr sicher,-5,sehr sicher,mittel,häufig Risiken,affin,-1,sehr sicher,no,no,AfD,no,no,no,yes,no
437,50,f,Realschule,mittelmäßig,ziemlich zufrieden,sehr groß,-3,4,both right,2,-1,-8,-7,63,Party A,yes,2500,-2,3,-2,3,new,,both right,Party B,-2,-7,-5,45,-2,-7,-5,45,Party A,yes,no,3,3,3,3,both right,Party A,-7,-7,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,-2,1,,,both right,Party B,-2,-5,-3,21,-2,-5,-3,21,,,B=risky,Party A,yes,no,groß,0,5,sehr sicher,-4,ziemlich sicher,-4,ziemlich sicher,-4,ziemlich sicher,-4,sehr sicher,sicher,-4,sehr sicher,-4,ziemlich sicher,mittel,unbedingte Sicherheit,avers,-3,ziemlich sicher,,,FDP,no,no,no,yes,no
438,37,m,Hauptschule,mittelmäßig,ziemlich zufrieden,groß,-2,4,left/right,2,-2,-4,-2,12,Party A,yes,1369,-2,4,-2,4,same,no,left/right,Party B,-2,-4,-2,12,-2,-4,-2,12,Party A,yes,no,0,0,0,0,all tied,Party B,0,0,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,,,,,left/right,none,-2,-1,1,-3,-2,-1,1,-3,,,B=precise,Party B,yes,no,groß,2,5,sehr sicher,1,ziemlich sicher,-1,ziemlich sicher,0,ziemlich sicher,0,ziemlich sicher,sicher,-2,ziemlich sicher,1,ziemlich sicher,mittel,Sicherheit,avers,0,ziemlich sicher,no,no,CDU/CSU,no,no,no,yes,no
439,66,m,Hauptschule,mittelmäßig,teils/ teils,gering,-4,4,left/right,2,-4,-4,0,0,Party A,yes,4356,-4,4,-4,4,same,no,left/right,Party B,-4,-4,0,0,-4,-4,0,0,Party A,yes,no,2,2,2,2,both right,Party B,-2,-2,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party A,no,no,gering,1,5,sehr sicher,-1,ziemlich sicher,1,ziemlich sicher,0,ziemlich sicher,0,weder/noch,unsicher,-3,sehr sicher,0,ziemlich sicher,mittel,Sicherheit,avers,0,sehr sicher,no,no,CDU/CSU,no,no,no,no,no
442,31,m,Hochschulstudium,sehr stark,sehr zufrieden,sehr groß,-3,2,both left,2,-6,-1,5,-35,Party B,yes,961,-3,2,-3,2,same,no,both left,Party B,-6,-1,5,-35,-6,-1,5,-35,Party B,yes,yes,-4,-4,-4,-4,both left,Party A,-7,-7,0,0,0,Party A,yes,,,,,,,,,0,0,0,,,-2,1,,,,,both left,none,-5,-2,3,-21,-5,-2,3,-21,,,B=precise,Party A,no,no,groß,1,5,sehr sicher,4,sehr sicher,0,sehr sicher,-4,sehr sicher,3,ziemlich sicher,sicher,-3,sehr sicher,-1,sehr sicher,stark,manchmal Risiken,affin,1,sehr sicher,no,no,Grüne,no,no,no,no,no
443,29,f,Hochschulstudium,mittelmäßig,teils/ teils,groß,-3,-3,both left,2,-4,-4,0,0,Party A,yes,841,-2,4,4,-2,new,,left/right,Party A,-3,-3,0,0,-3,-3,0,0,Party A,yes,yes,-4,-4,-4,-4,both left,Party B,-5,-5,0,0,0,Party A,no,-1,3,-1,3,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,-3,0,3,-9,-3,0,3,-9,,,B=risky,Party A,no,no,groß,2,3,ziemlich sicher,0,ziemlich sicher,1,ziemlich sicher,-4,ziemlich sicher,1,ziemlich sicher,sicher,-5,sehr sicher,-2,ziemlich sicher,mittel,Sicherheit,avers,0,weder/noch,,,,yes,no,no,no,no
444,67,f,Hauptschule,ziemlich stark,teils/ teils,gering,0,0,all tied,2,0,0,0,0,Party A,yes,4489,-1,1,-1,1,new,,left/right,Party B,-1,-1,0,0,-1,-1,0,0,Party A,yes,no,1,1,1,1,both right,Party A,-1,-1,0,0,0,Party A,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=non-position,Party A,no,no,gering,1,5,sehr unsicher,0,weder/noch,-1,ziemlich sicher,-1,ziemlich sicher,0,ziemlich sicher,sicher,0,ziemlich sicher,0,ziemlich unsicher,stark,Sicherheit,avers,0,ziemlich sicher,,,Linke,yes,no,no,no,no
445,40,f,Realschule,mittelmäßig,ziemlich zufrieden,groß,-4,3,left/right,2,-3,-4,-1,7,Party A,yes,1600,-4,3,3,-4,same,no,left/right,Party A,-3,-4,-1,7,-4,-3,1,-7,Party A,yes,yes,3,3,3,3,both right,Party B,-4,-4,0,0,0,Party B,yes,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,-1,-2,-1,3,-1,-2,-1,3,,,B=risky,Party A,yes,no,groß,2,0,ziemlich sicher,-2,ziemlich sicher,1,ziemlich sicher,-2,weder/noch,-1,ziemlich sicher,sicher,2,ziemlich sicher,-2,ziemlich sicher,mittel,keine Vorlieben,neutral,-3,ziemlich sicher,no,no,SPD,no,no,no,yes,no
446,47,f,Hochschulstudium,sehr stark,ziemlich zufrieden,sehr groß,-1,4,both right,2,-2,-7,-5,45,Party A,yes,2209,-1,4,4,-1,same,no,both right,Party A,-2,-7,-5,45,-7,-2,5,-45,Party A,yes,yes,2,2,2,2,both right,Party A,-5,-5,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,Party B,-1,-4,-3,15,-1,-4,-3,15,-3,-8,B=internal conflict,Party A,yes,no,groß,0,5,sehr sicher,2,ziemlich sicher,3,ziemlich sicher,-2,sehr sicher,-3,sehr sicher,sicher,-4,sehr sicher,-1,sehr sicher,stark,manchmal Risiken,affin,-2,ziemlich sicher,no,no,SPD,no,no,no,yes,no
447,37,m,Hauptschule,ziemlich stark,sehr unzufrieden,groß,1,1,both right,2,-3,-3,0,0,Party A,yes,1369,2,3,3,2,new,,both right,Party A,-4,-5,-1,9,-5,-4,1,-9,Party A,yes,yes,0,0,0,0,both right,Party B,-2,-2,0,0,0,Party B,yes,-4,0,-4,0,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,,,,,left/right,none,0,-3,-3,9,0,-3,-3,9,,,B=precise,Party A,yes,no,groß,2,2,ziemlich sicher,4,ziemlich sicher,-2,ziemlich sicher,0,ziemlich sicher,-2,ziemlich sicher,sicher,-4,ziemlich sicher,1,ziemlich sicher,stark,manchmal Risiken,affin,4,sehr sicher,,,,no,no,no,yes,no
449,41,m,Realschule,ziemlich stark,ziemlich zufrieden,groß,-4,-2,both left,2,-3,-1,2,-8,Party A,no,1681,-4,4,-4,4,new,,left/right,Party B,-3,-5,-2,16,-3,-5,-2,16,Party A,yes,no,-2,-2,-2,-2,both left,Party A,-1,-1,0,0,0,Party A,yes,-3,1,1,-3,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,0,5,,Party B,-1,-2,-1,3,-1,-2,-1,3,-1,-6,B=non-position,Party A,yes,no,groß,1,5,sehr sicher,2,sehr sicher,0,sehr sicher,-3,sehr sicher,-1,ziemlich sicher,sicher,-5,sehr sicher,-2,sehr sicher,stark,keine Vorlieben,neutral,1,sehr sicher,,,,yes,no,no,no,no
450,51,m,Hauptschule,mittelmäßig,teils/ teils,gering,-2,4,left/right,2,-3,-3,0,0,Party B,yes,2601,-2,4,4,-2,same,no,left/right,Party A,-3,-3,0,0,-3,-3,0,0,Party B,yes,no,-3,-3,-3,-3,both left,Party A,-4,-4,0,0,0,Party B,no,-1,3,-1,3,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,1,5,,Party B,-3,0,3,-9,-3,0,3,-9,0,-4,B=internal conflict,Party A,no,no,gering,0,4,weder/noch,0,weder/noch,-1,weder/noch,0,weder/noch,1,ziemlich sicher,sicher,-4,weder/noch,-1,weder/noch,mittel,keine Vorlieben,neutral,0,weder/noch,no,no,,no,no,yes,no,no
451,62,m,Hauptschule,mittelmäßig,ziemlich zufrieden,groß,-2,0,left/right,2,-2,0,2,-4,Party B,yes,3844,1,1,1,1,new,,both right,Party A,-1,-1,0,0,-1,-1,0,0,Party A,yes,yes,-2,-2,-2,-2,both left,Party B,-2,-2,0,0,0,Party B,yes,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,0,5,,Party B,-2,-1,1,-3,-2,-1,1,-3,0,-5,B=internal conflict,Party B,yes,yes,groß,3,0,ziemlich unsicher,0,ziemlich sicher,0,weder/noch,0,weder/noch,0,ziemlich sicher,sicher,0,weder/noch,0,weder/noch,mittel,manchmal Risiken,affin,0,weder/noch,,,,no,no,no,yes,yes
452,49,f,Realschule,ziemlich stark,ziemlich zufrieden,groß,1,4,both right,2,-1,-4,-3,15,Party A,yes,2401,-1,2,-1,2,new,,left/right,Party B,-1,-2,-1,3,-1,-2,-1,3,Party A,yes,no,-1,-1,-1,-1,both left,Party B,-1,-1,0,0,0,Party A,no,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,-2,1,,,left/right,Party B,-2,-1,1,-3,-2,-1,1,-3,,,B=risky,Party A,no,no,groß,0,-5,ziemlich sicher,0,ziemlich sicher,0,ziemlich sicher,-2,ziemlich sicher,0,ziemlich sicher,sicher,-3,weder/noch,-1,ziemlich sicher,stark,manchmal Risiken,affin,0,ziemlich sicher,,,CDU/CSU,yes,no,yes,no,no
453,22,m,Hochschulstudium,sehr stark,ziemlich zufrieden,sehr groß,-2,0,both right,2,-1,-3,-2,8,Party A,yes,484,-1,-1,-1,-1,new,,both right,Party B,-2,-2,0,0,-2,-2,0,0,Party A,yes,no,1,1,1,1,both right,Party A,-4,-4,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,Party B,-1,-4,-3,15,-1,-4,-3,15,-3,-8,B=internal conflict,Party A,yes,no,groß,0,5,sehr sicher,1,sehr sicher,0,ziemlich unsicher,-3,ziemlich sicher,-3,ziemlich sicher,sicher,-5,sehr sicher,-2,sehr sicher,stark,Sicherheit,avers,1,sehr sicher,,,Grüne,no,no,no,yes,no
454,55,m,Realschule,mittelmäßig,teils/ teils,groß,-3,-1,left/right,2,-2,0,2,-4,Party A,no,3025,-3,-1,-1,-3,same,no,left/right,Party A,-2,0,2,-4,0,-2,-2,4,Party A,no,yes,2,2,2,2,both right,Party B,-3,-3,0,0,0,Party A,no,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,,,,,left/right,none,-1,-2,-1,3,-1,-2,-1,3,,,B=precise,Party A,yes,no,groß,2,5,ziemlich sicher,2,ziemlich sicher,1,ziemlich sicher,-1,ziemlich sicher,-1,weder/noch,unsicher,-5,ziemlich sicher,0,ziemlich sicher,mittel,Sicherheit,avers,0,weder/noch,no,no,SPD,yes,no,no,no,no
455,58,m,Hauptschule,weniger stark,ziemlich unzufrieden,gering,1,2,left/right,2,-1,0,1,-1,Party A,no,3364,1,2,1,2,same,no,left/right,Party B,-1,0,1,-1,-1,0,1,-1,Party A,no,no,-3,-3,-3,-3,both left,Party B,-5,-5,0,0,0,Party A,no,0,4,4,0,left/right,Party B,-2,-2,0,0,0,Party A,no,-2,1,,,,,both left,none,-4,-1,3,-15,-4,-1,3,-15,,,B=precise,Party A,no,no,gering,0,2,ziemlich sicher,0,ziemlich sicher,-2,ziemlich sicher,-4,ziemlich sicher,2,ziemlich sicher,sicher,-3,ziemlich sicher,-2,weder/noch,gering,Sicherheit,avers,2,ziemlich sicher,no,no,AfD,yes,no,yes,no,no
456,36,f,Realschule,mittelmäßig,teils/ teils,groß,-1,-1,all tied,2,0,0,0,0,Party A,yes,1296,-1,-1,-1,-1,same,no,all tied,Party A,0,0,0,0,0,0,0,0,Party A,yes,yes,3,3,3,3,both right,Party B,-4,-4,0,0,0,Party B,yes,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party A,yes,-2,1,-2,1,,,left/right,Party B,-1,-2,-1,3,-1,-2,-1,3,,,B=risky,Party A,yes,no,groß,3,5,sehr sicher,1,sehr sicher,0,ziemlich sicher,-3,sehr sicher,-1,sehr sicher,sicher,-5,sehr sicher,-1,sehr sicher,mittel,Sicherheit,avers,-1,ziemlich sicher,no,no,,no,no,no,yes,no
458,46,m,Hochschulstudium,ziemlich stark,ziemlich zufrieden,groß,0,4,both right,2,-3,-7,-4,40,Party A,yes,2116,0,0,0,0,new,,both right,Party B,-3,-3,0,0,-3,-3,0,0,Party B,yes,yes,0,0,0,0,both right,Party B,-3,-3,0,0,0,Party B,yes,,,,,,,,,0,0,0,,,-2,1,-2,1,0,5,,Party B,-1,-4,-3,15,-1,-4,-3,15,-3,-8,B=non-position,Party A,yes,no,groß,2,4,sehr sicher,2,sehr sicher,2,sehr sicher,-2,sehr sicher,-3,ziemlich sicher,sicher,-4,sehr sicher,-1,sehr sicher,stark,unbedingte Sicherheit,avers,0,ziemlich sicher,,,Grüne,no,no,no,yes,no
459,51,m,Hauptschule,sehr stark,ziemlich zufrieden,groß,-1,3,left/right,2,-3,-1,2,-8,Party B,yes,2601,-3,1,-3,1,new,,both left,Party B,-5,-1,4,-24,-5,-1,4,-24,Party B,yes,yes,4,4,4,4,both right,Party A,-2,-2,0,0,0,Party A,yes,0,4,4,0,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,,,,,both left,none,-4,-1,3,-15,-4,-1,3,-15,,,B=precise,Party B,yes,no,groß,2,3,sehr sicher,1,sehr sicher,1,sehr sicher,-5,sehr sicher,2,sehr sicher,sicher,-5,sehr sicher,-2,sehr sicher,stark,Sicherheit,avers,0,sehr sicher,,,AfD,no,no,no,yes,no
460,60,m,Hauptschule,mittelmäßig,teils/ teils,gering,0,2,left/right,2,0,-2,-2,4,Party A,yes,3600,0,2,2,0,same,yes,left/right,Party A,0,-2,-2,4,-2,0,2,-4,Party B,no,no,1,1,1,1,both right,Party A,-1,-1,0,0,0,Party B,no,-2,2,2,-2,left/right,Party B,-2,-2,0,0,0,Party B,yes,-2,1,-2,1,,,left/right,Party B,-2,-1,1,-3,-2,-1,1,-3,,,B=risky,Party B,yes,yes,gering,1,-5,sehr sicher,-3,ziemlich sicher,0,weder/noch,0,ziemlich sicher,0,ziemlich sicher,sicher,-5,sehr sicher,2,ziemlich sicher,mittel,keine Vorlieben,neutral,0,weder/noch,yes,no,,no,no,no,no,no
461,63,m,Hauptschule,mittelmäßig,ziemlich zufrieden,groß,-4,-3,both left,2,-3,-2,1,-5,Party A,no,3969,-2,3,3,-2,new,,left/right,Party A,-1,-4,-3,15,-4,-1,3,-15,Party B,no,no,3,3,3,3,both right,Party A,-4,-4,0,0,0,Party A,yes,-3,1,-3,1,left/right,Party A,-2,-2,0,0,0,Party B,no,-2,1,-2,1,0,5,,Party B,-1,-2,-1,3,-1,-2,-1,3,-1,-6,B=non-position,Party A,yes,no,groß,1,-5,sehr unsicher,0,ziemlich sicher,-5,sehr unsicher,-5,sehr unsicher,-1,weder/noch,unsicher,-5,sehr unsicher,0,ziemlich sicher,mittel,keine Vorlieben,neutral,3,weder/noch,,,CDU/CSU,no,no,no,no,no
462,50,m,Hochschulstudium,sehr stark,ziemlich zufrieden,groß,-4,-2,both left,2,-7,-5,2,-24,Party B,yes,2500,-4,-2,-2,-4,same,no,both left,Party A,-7,-5,2,-24,-5,-7,-2,24,Party B,yes,no,2,2,2,2,both left,Party A,-1,-1,0,0,0,Party B,no,,,,,,,,,0,0,0,,,-2,1,-2,1,3,0,,Party B,-5,-2,3,-21,-5,-2,3,-21,0,-3,B=non-position,Party B,yes,yes,groß,0,4,sehr sicher,2,sehr sicher,2,sehr sicher,-5,sehr sicher,3,ziemlich sicher,sicher,-5,sehr sicher,-3,sehr sicher,stark,Sicherheit,avers,1,ziemlich sicher,no,no,CDU/CSU,no,no,no,yes,no
464,49,f,Abitur,ziemlich stark,sehr unzufrieden,gering,-4,4,both right,2,-1,-9,-8,80,Party A,yes,2401,-4,4,4,-4,same,no,both right,Party A,-1,-9,-8,80,-9,-1,8,-80,Party A,yes,yes,-2,-2,-2,-2,both right,Party B,-3,-3,0,0,0,Party A,no,,,,,,,,,0,0,0,,,-2,1,,,,,both right,none,-3,-6,-3,27,-3,-6,-3,27,,,B=precise,Party A,yes,no,gering,0,5,sehr sicher,3,sehr sicher,0,sehr sicher,2,sehr sicher,-5,sehr sicher,sicher,-5,sehr sicher,1,sehr sicher,stark,Sicherheit,avers,1,sehr sicher,no,no,Linke,no,no,no,yes,no
