exp,vignette,positions,types,i,unc,vote,vote_spa,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc,vote_unc,ut_A,ut_B,ut_B_A,ut_B_A_sq,ut_cer,ut_unc,ut_unc_cer,ut_unc_cer_sq,ut_unc_max,ut_unc_min,lr_A,lr_B,lr_cer,lr_i,lr_i_unc,lr_i_unc_cat,lr_unc,lr_unc_max,lr_unc_min,age,education,female,impact,impact_cat,ind_unc,polinterest,risk,risk_cat,satisdmo,sq,sq_unc,switch_1_2,switch_1_2_cer,switch_1_2_unc,amb
2,,1,3,2076,1,0,0,0,0,1,0,0,0,-4,-3,1,-7,-4,-3,1,-7,,,-4,3,-4,0,3,1,3,,,42,3,1,0,0,0,0,2,1,0,-5,3,0,0,0,0
2,,1,3,2081,1,1,1,0,0,0,1,0,1,-3,0,3,-9,-3,0,3,-9,,,-4,-1,-4,-1,1,0,-1,,,68,1,0,2,1,0,2,2,1,2,0,1,0,0,0,0
2,,1,1,2084,0,1,1,0,0,0,1,0,0,-5,-3,2,-16,-3,-5,-2,16,,,-2,0,0,3,1,0,-2,,,56,2,0,1,0,0,3,1,0,1,-1,1,0,0,0,0
2,,1,3,2085,0,0,0,1,0,0,0,0,1,-3,-2,1,-5,-2,-3,-1,5,,,-3,2,2,0,1,0,-3,,,61,2,1,2,1,2,2,3,2,1,0,2,0,0,0,0
2,,1,3,2092,0,0,1,0,0,0,1,0,1,0,-7,-7,49,-7,0,7,-49,,,-4,3,3,-4,1,0,-4,,,42,4,1,2,1,1,2,1,0,3,-2,1,0,0,0,0
2,,1,3,2094,0,0,1,1,0,0,1,0,1,0,-5,-5,25,-5,0,5,-25,,,-1,4,4,-1,3,1,-1,,,68,1,1,2,1,2,2,3,2,2,-1,2,0,0,0,0
2,,1,2,2097,0,0,1,0,0,0,1,0,1,-6,-7,-1,13,-7,-6,1,-13,,,2,3,3,-4,1,0,2,,,21,3,1,2,1,1,3,3,2,1,2,2,0,0,0,0
2,,1,1,2100,0,1,1,0,0,1,0,0,0,-4,-3,1,-7,-3,-4,-1,7,,,-4,-3,-3,0,0,0,-4,,,30,2,1,1,0,0,0,2,1,1,0,2,0,0,0,0
2,,1,2,2101,1,1,0,0,1,0,0,0,1,-3,-4,-1,7,-3,-4,-1,7,,,3,4,3,0,0,0,4,,,41,0,0,3,1,2,3,0,0,4,0,0,0,0,0,0
2,,1,1,2103,0,1,1,0,0,0,1,0,0,-5,-4,1,-9,-4,-5,-1,9,,,-4,-3,-3,1,0,0,-4,,,60,1,0,1,0,1,4,1,0,0,-5,0,0,0,0,0
2,,1,3,2104,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,,,-1,2,-1,0,2,1,2,,,60,1,1,1,0,2,1,3,2,2,0,1,0,0,0,0
2,,1,1,2105,0,0,0,0,0,0,0,0,1,-2,-1,1,-3,-1,-2,-1,3,,,-3,-2,-2,-1,1,0,-3,,,61,2,0,1,0,2,1,1,0,2,-2,1,1,0,1,0
2,,1,3,2106,1,0,1,0,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-2,2,-2,0,0,0,2,,,40,2,1,2,1,1,3,3,2,3,-1,0,0,0,0,0
2,,1,2,2111,0,1,0,0,0,0,0,0,0,-1,-3,-2,8,-3,-1,2,-8,,,1,3,3,0,2,1,1,,,19,2,0,1,0,2,2,4,2,0,-5,1,1,1,0,0
2,,1,2,2113,0,0,1,0,0,0,1,0,1,-2,-3,-1,5,-3,-2,1,-5,,,1,2,2,-1,3,1,1,,,50,2,1,1,0,1,0,3,2,2,-1,3,0,0,0,0
2,,1,3,2116,0,0,1,0,0,0,1,1,1,-2,-3,-1,5,-3,-2,1,-5,,,-1,4,4,1,0,0,-1,,,68,1,0,1,0,2,3,3,2,2,0,0,0,0,0,0
2,,1,2,2118,1,0,1,1,0,0,0,0,0,-3,-4,-1,7,-3,-4,-1,7,,,3,4,3,0,0,0,4,,,31,4,1,1,0,1,0,0,0,1,0,4,0,0,0,0
2,,1,1,2119,1,0,0,0,0,0,0,0,0,-5,-4,1,-9,-5,-4,1,-9,,,-3,-2,-3,2,2,1,-2,,,46,1,0,3,1,2,3,2,1,3,0,2,0,0,0,0
2,,1,3,2120,1,0,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,,,-1,1,-1,0,0,0,1,,,70,2,1,0,0,1,1,3,2,1,-1,3,0,0,0,0
2,,1,3,2122,0,0,1,0,0,0,0,0,1,-1,-3,-2,8,-3,-1,2,-8,,,-1,3,3,0,1,0,-1,,,54,1,1,3,1,2,0,2,1,3,1,1,0,0,0,0
2,,1,3,2125,1,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,,,0,1,0,1,0,0,1,,,34,2,0,2,1,2,4,0,0,3,1,0,1,1,0,0
2,,1,1,2129,1,1,1,0,0,0,0,0,1,-3,-2,1,-5,-3,-2,1,-5,,,-3,-2,-3,0,1,0,-2,,,45,3,0,1,0,2,1,2,1,3,-1,1,0,0,0,0
2,,1,3,2135,1,0,0,1,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,,,-2,-1,-2,-1,1,0,-1,,,54,2,1,1,0,2,2,2,1,2,-2,1,0,0,0,0
2,,1,2,2136,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,,,1,1,1,0,1,0,1,,,33,2,1,1,0,2,1,3,2,2,0,2,1,1,0,0
2,,1,3,2143,1,0,0,1,0,0,0,0,0,-3,-1,2,-8,-3,-1,2,-8,,,-3,1,-3,0,1,0,1,,,70,2,1,2,1,1,4,4,2,1,-3,1,0,0,0,0
2,,1,1,2145,1,1,1,0,0,0,1,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-4,-2,-4,-1,0,0,-2,,,62,2,1,2,1,1,3,3,2,4,0,0,0,0,0,0
2,,1,3,2148,0,0,1,1,0,0,0,0,1,0,-4,-4,16,-4,0,4,-16,,,0,4,4,0,2,1,0,,,24,4,1,2,1,1,0,1,0,3,1,2,0,0,0,0
2,,1,1,2149,1,1,1,0,0,0,1,0,1,-6,-5,1,-11,-6,-5,1,-11,,,-1,0,-1,5,0,0,0,,,57,2,0,0,0,0,0,1,0,0,-5,0,0,0,0,0
2,,1,1,2150,0,1,1,0,0,0,1,0,0,-5,-1,4,-24,-1,-5,-4,24,,,-2,2,2,3,1,0,-2,,,61,2,0,3,1,1,4,3,2,3,1,1,0,0,0,0
2,,1,1,2152,1,1,1,0,0,0,0,0,1,-4,-3,1,-7,-4,-3,1,-7,,,-4,-3,-4,0,1,0,-3,,,43,3,1,2,1,0,3,2,1,2,0,1,0,0,0,0
2,,1,1,2157,1,1,1,0,0,0,0,0,1,-4,-1,3,-15,-4,-1,3,-15,,,-4,-1,-4,0,0,0,-1,,,53,1,1,3,1,2,2,4,2,4,-3,1,1,0,1,0
2,,1,3,2160,0,0,1,0,0,0,1,0,1,-2,-5,-3,21,-5,-2,3,-21,,,-3,4,4,-1,0,0,-3,,,41,4,0,2,1,2,3,1,0,3,-1,1,0,0,0,0
2,,1,3,2162,1,0,1,0,0,0,0,0,0,0,-3,-3,9,0,-3,-3,9,,,0,3,0,0,0,0,3,,,41,1,1,0,0,1,0,2,1,0,0,0,1,1,0,0
2,,1,3,2164,1,0,1,0,0,0,1,0,0,0,-4,-4,16,0,-4,-4,16,,,-3,1,-3,-3,1,0,1,,,70,4,1,1,0,0,2,3,2,2,0,1,0,0,0,0
2,,1,2,2167,0,0,1,0,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,-2,2,2,-3,0,0,-2,,,51,2,1,2,1,0,4,1,0,2,1,1,0,0,0,0
2,,1,2,2170,0,1,1,0,0,0,0,0,0,-3,-3,0,0,-3,-3,0,0,,,4,4,4,1,1,0,4,,,29,1,0,2,1,1,1,1,0,1,-1,2,0,0,0,0
2,,1,2,2172,0,0,1,0,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,-1,3,3,-2,0,0,-1,,,26,3,1,2,1,1,3,1,0,3,1,1,0,0,0,0
2,,1,1,2176,1,1,1,0,0,0,0,0,1,-4,-2,2,-12,-4,-2,2,-12,,,-4,-2,-4,0,2,1,-2,,,49,4,1,1,0,0,1,3,2,2,0,2,0,0,0,0
2,,1,3,2181,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-2,3,3,-1,1,0,-2,,,44,4,1,2,1,2,3,3,2,3,-1,1,0,0,0,0
2,,1,3,2183,0,1,1,0,0,0,1,0,0,-5,-2,3,-21,-2,-5,-3,21,,,-4,3,3,1,0,0,-4,,,38,4,0,1,0,1,3,1,0,1,-4,0,0,0,0,0
2,,1,1,2184,0,1,1,0,0,0,1,0,0,-3,-1,2,-8,-1,-3,-2,8,,,-3,-1,-1,0,1,0,-3,,,63,1,0,0,0,1,2,1,0,0,-5,0,0,0,0,0
2,,1,2,2187,1,0,1,0,0,0,1,0,0,-4,-9,-5,65,-4,-9,-5,65,,,-1,4,-1,-5,0,0,4,,,66,2,0,1,0,0,3,1,0,1,0,1,0,0,0,0
2,,1,3,2193,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,,,-3,4,-3,-1,1,0,4,,,47,2,1,2,1,2,1,3,2,2,-1,1,0,0,0,0
2,,1,2,2194,0,1,0,0,0,0,0,0,0,-1,-3,-2,8,-3,-1,2,-8,,,0,2,2,-1,0,0,0,,,54,1,1,0,0,1,0,4,2,0,-1,4,0,0,0,0
2,,1,3,2196,1,1,0,0,0,0,0,0,1,-1,-2,-1,3,-1,-2,-1,3,,,-2,1,-2,-1,1,0,1,,,23,2,1,1,0,2,0,4,2,2,-1,1,1,0,1,0
2,,1,2,2199,1,0,1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,,,1,1,1,0,0,0,1,,,69,1,1,3,1,1,4,1,0,1,0,0,0,0,0,0
2,,1,1,2203,1,0,1,1,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-2,-2,-2,0,0,0,-2,,,68,4,0,2,1,2,4,0,0,3,0,0,0,0,0,0
2,,1,2,2210,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-4,-1,-1,-5,0,0,-4,,,50,2,1,3,1,0,3,1,0,3,0,1,0,0,0,0
2,,1,3,2212,1,0,1,1,0,0,1,0,0,0,-1,-1,1,0,-1,-1,1,,,-1,0,-1,-1,2,1,0,,,21,3,0,1,0,2,3,2,1,1,-1,1,0,0,0,0
2,,1,1,2215,0,1,1,0,0,0,1,0,0,-5,-5,0,0,-5,-5,0,0,,,-3,-3,-3,2,1,0,-3,,,35,2,1,2,1,0,2,3,2,1,-2,2,0,0,0,0
2,,1,3,2216,1,0,1,0,0,0,1,0,0,0,-2,-2,4,0,-2,-2,4,,,-3,-1,-3,-3,0,0,-1,,,51,2,0,2,1,0,3,3,2,3,0,1,0,0,0,0
2,,1,2,2219,0,0,1,1,0,0,1,0,1,-1,-2,-1,3,-2,-1,1,-3,,,-1,0,0,-2,1,0,-1,,,66,2,1,1,0,1,2,4,2,2,0,0,0,0,0,0
2,,1,2,2224,0,0,1,0,0,0,1,0,1,-1,-2,-1,3,-2,-1,1,-3,,,2,3,3,1,1,0,2,,,33,4,1,1,0,1,3,4,2,2,0,1,0,0,0,0
2,,1,2,2226,1,0,1,0,0,0,1,0,0,-5,-6,-1,11,-5,-6,-1,11,,,0,1,0,-5,1,0,1,,,59,2,1,1,0,1,2,2,1,1,4,1,0,0,0,0
2,,1,4,2231,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,-2,-2,-2,-2,0,0,-2,,,41,4,0,2,1,1,3,1,0,3,1,1,0,0,0,0
2,,1,2,2233,0,0,1,0,0,0,1,0,1,-3,-7,-4,40,-7,-3,4,-40,,,-1,3,3,-4,0,0,-1,,,21,3,1,3,1,1,3,1,0,2,1,1,0,0,0,0
2,,1,3,2236,0,0,1,0,0,0,0,0,1,0,-3,-3,9,-3,0,3,-9,,,1,4,4,1,1,0,1,,,65,2,0,1,0,2,2,2,1,3,-2,1,0,0,0,0
2,,1,1,2238,1,1,1,0,0,0,1,0,1,-3,-3,0,0,-3,-3,0,0,,,-4,-4,-4,-1,0,0,-4,,,63,1,0,3,1,1,4,1,0,3,0,0,1,0,1,0
2,,1,3,2241,1,0,0,0,0,0,0,0,0,-4,-2,2,-12,-4,-2,2,-12,,,-3,3,-3,1,0,0,3,,,19,3,0,2,1,2,2,0,0,4,-2,1,0,0,0,0
2,,1,3,2243,1,1,0,0,0,0,0,0,1,0,-4,-4,16,0,-4,-4,16,,,0,4,0,0,1,0,4,,,29,3,0,3,1,2,3,1,0,3,0,1,0,0,0,0
2,,1,3,2247,1,0,0,0,0,1,0,0,0,-2,-1,1,-3,-2,-1,1,-3,,,-2,1,-2,0,4,1,1,,,59,1,1,1,0,0,1,4,2,1,0,4,0,0,0,0
2,,1,1,2249,0,1,1,0,0,0,1,0,0,-4,-2,2,-12,-2,-4,-2,12,,,-4,-2,-2,0,2,1,-4,,,23,3,1,0,0,0,2,1,0,0,-2,0,0,0,0,0
2,,1,3,2252,0,1,1,0,0,0,1,0,0,-4,-1,3,-15,-1,-4,-3,15,,,-4,1,1,0,0,0,-4,,,40,4,1,0,0,2,3,2,1,0,-5,1,0,0,0,0
2,,1,3,2256,0,0,0,0,0,0,0,0,1,-2,-1,1,-3,-1,-2,-1,3,,,-1,2,2,1,0,0,-1,,,56,2,1,2,1,3,3,3,2,4,1,1,0,0,0,0
2,,1,3,2261,0,0,1,0,0,0,1,0,1,0,-1,-1,1,-1,0,1,-1,,,-3,-2,-2,-3,1,0,-3,,,37,4,1,3,1,0,3,2,1,3,2,0,0,0,0,0
2,,1,1,2262,1,1,1,0,0,0,1,0,1,-7,-7,0,0,-7,-7,0,0,,,-4,-4,-4,3,1,0,-4,,,47,2,1,3,1,1,2,1,0,1,-2,1,0,0,0,0
2,,2,3,116,0,0,1,0,0,0,0,0,1,-1,-1,0,0,-1,-1,0,0,,,-1,1,1,0,0,0,-1,,,47,3,0,3,1,2,4,1,0,1,-1,0,,,,0
2,,2,1,120,0,1,1,0,0,0,1,0,0,-5,-3,2,-16,-3,-5,-2,16,,,-4,-2,-2,1,0,0,-4,,,66,1,0,1,0,0,2,2,1,2,0,0,,,,0
2,,2,1,121,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,,,-2,-1,-2,0,1,0,-1,,,62,2,1,2,1,2,2,1,0,0,0,1,,,,0
2,,2,2,122,1,0,1,1,0,1,0,0,0,-1,-3,-2,8,-1,-3,-2,8,,,1,3,1,0,1,0,3,,,53,2,1,2,1,0,2,3,2,2,0,2,,,,0
2,,2,2,124,1,0,1,1,0,0,1,0,0,-2,-6,-4,32,-2,-6,-4,32,,,0,4,0,-2,1,0,4,,,66,4,1,3,1,1,3,3,2,2,2,1,,,,0
2,,2,2,131,0,0,1,0,0,0,1,0,1,-1,-5,-4,24,-5,-1,4,-24,,,0,4,4,-1,0,0,0,,,67,1,0,2,1,0,3,3,2,3,1,0,,,,0
2,,2,2,133,1,0,1,0,0,0,1,0,0,-2,-3,-1,5,-2,-3,-1,5,,,2,3,2,0,0,0,3,,,49,2,0,0,0,2,2,2,1,0,5,0,,,,0
2,,2,3,136,0,1,1,0,0,0,1,0,0,-4,-1,3,-15,-1,-4,-3,15,,,-3,2,2,1,1,0,-3,,,59,2,0,1,0,1,2,1,0,1,-2,1,,,,0
2,,2,1,138,0,1,1,0,0,0,0,0,0,-6,-5,1,-11,-5,-6,-1,11,,,-4,-3,-3,2,0,0,-4,,,55,2,0,0,0,1,4,4,2,0,-5,0,,,,0
2,,2,2,140,1,0,1,1,0,1,0,0,0,-4,-4,0,0,-4,-4,0,0,,,4,4,4,0,2,1,4,,,57,1,1,1,0,0,2,4,2,2,0,2,,,,0
2,,2,3,148,0,0,1,0,0,0,0,0,1,0,-1,-1,1,-1,0,1,-1,,,0,1,1,0,0,0,0,,,35,1,0,3,1,1,4,0,0,2,0,1,,,,0
2,,2,3,149,0,0,1,0,0,0,1,0,1,0,-2,-2,4,-2,0,2,-4,,,-4,-2,-2,-4,2,1,-4,,,50,2,0,1,0,0,2,2,1,1,0,0,,,,0
2,,2,2,152,0,0,1,0,0,0,1,0,1,-4,-8,-4,48,-8,-4,4,-48,,,-1,3,3,-5,0,0,-1,,,57,1,0,2,1,1,3,1,0,2,0,1,,,,0
2,,2,3,157,0,0,1,1,0,0,0,0,1,-2,-2,0,0,-2,-2,0,0,,,-2,2,2,0,0,0,-2,,,53,3,1,3,1,1,4,2,1,4,-1,0,,,,0
2,,2,1,158,0,1,1,0,0,0,1,0,0,-6,-3,3,-27,-3,-6,-3,27,,,-1,2,2,5,0,0,-1,,,41,4,0,1,0,0,2,1,0,0,0,1,,,,0
2,,2,3,161,1,0,0,1,0,0,0,0,0,-1,0,1,-1,-1,0,1,-1,,,-1,0,-1,0,3,1,0,,,47,3,1,2,1,1,3,3,2,2,0,3,,,,0
2,,2,2,162,1,0,1,0,0,0,1,0,0,-2,-2,0,0,-2,-2,0,0,,,-3,-3,-3,-5,1,0,-3,,,66,2,0,1,0,0,4,1,0,3,2,1,,,,0
2,,2,3,165,0,0,0,0,0,0,0,1,1,-5,-2,3,-21,-2,-5,-3,21,,,-4,3,3,1,1,0,-4,,,24,3,0,2,1,3,3,1,0,3,-2,1,,,,0
2,,2,3,166,1,0,1,0,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,,,-4,-2,-4,-3,0,0,-2,,,60,4,1,2,1,1,4,1,0,3,-1,1,,,,0
2,,2,1,167,0,1,1,0,0,0,1,0,0,-4,-1,3,-15,-1,-4,-3,15,,,-3,0,0,1,0,0,-3,,,51,4,0,2,1,1,4,1,0,3,-1,1,,,,0
2,,2,3,169,0,0,1,0,0,0,1,0,1,-2,-3,-1,5,-3,-2,1,-5,,,-3,2,2,-1,2,1,-3,,,48,3,0,2,1,2,3,3,2,4,0,1,,,,0
2,,2,2,173,0,0,1,0,0,0,0,0,1,-3,-4,-1,7,-4,-3,1,-7,,,3,4,4,0,4,1,3,,,30,4,1,2,1,2,1,3,2,3,-1,3,,,,0
2,,2,2,174,1,0,1,1,0,0,0,0,0,-1,-2,-1,3,-1,-2,-1,3,,,1,2,1,0,1,0,2,,,69,1,1,2,1,1,1,3,2,3,0,2,,,,0
2,,2,3,176,1,0,1,1,0,0,0,0,0,0,-3,-3,9,0,-3,-3,9,,,0,3,0,0,2,1,3,,,66,1,0,3,1,2,2,2,1,0,-3,1,,,,0
2,,2,2,181,0,0,1,0,0,0,0,1,1,-1,-4,-3,15,-4,-1,3,-15,,,1,4,4,0,1,0,1,,,62,1,0,1,0,2,3,2,1,2,-2,1,,,,0
2,,2,1,184,0,1,1,0,0,0,1,0,0,-4,-2,2,-12,-2,-4,-2,12,,,-4,-2,-2,0,1,0,-4,,,62,1,0,1,0,0,1,1,0,2,0,3,,,,0
2,,2,2,186,0,0,1,0,0,0,1,0,1,-6,-7,-1,13,-7,-6,1,-13,,,3,4,4,-3,1,0,3,,,47,3,0,2,1,1,2,1,0,4,0,2,,,,0
2,,2,3,189,0,0,1,0,0,0,1,1,1,0,-1,-1,1,-1,0,1,-1,,,0,1,1,0,0,0,0,,,48,3,1,2,1,2,3,1,0,3,-1,1,,,,0
2,,2,3,191,1,0,0,1,0,1,0,0,0,-4,0,4,-16,-4,0,4,-16,,,-4,0,-4,0,0,0,0,,,62,3,1,2,1,0,3,3,2,4,-1,2,,,,0
2,,2,2,193,1,0,1,0,0,0,0,0,0,-3,-4,-1,7,-3,-4,-1,7,,,3,4,3,0,0,0,4,,,65,1,1,1,0,1,2,3,2,2,0,4,,,,0
2,,2,3,194,1,0,1,0,0,0,1,0,0,-2,-2,0,0,-2,-2,0,0,,,-2,2,-2,0,1,0,2,,,41,3,0,2,1,0,3,1,0,4,-1,0,,,,0
2,,2,1,197,1,1,1,0,0,0,0,0,1,-4,-2,2,-12,-4,-2,2,-12,,,-4,-2,-4,0,1,0,-2,,,67,1,1,1,0,0,2,4,2,3,0,2,,,,0
2,,2,4,201,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,-3,-3,-3,-3,2,1,-3,,,58,2,1,1,0,1,2,1,0,1,-2,2,,,,0
2,,2,3,202,0,0,1,0,0,0,1,0,1,0,-2,-2,4,-2,0,2,-4,,,1,3,3,1,1,0,1,,,49,2,0,3,1,1,3,2,1,3,0,1,,,,0
2,,2,1,204,1,0,0,0,0,0,0,0,0,-3,-2,1,-5,-3,-2,1,-5,,,-3,-2,-3,0,2,1,-2,,,57,2,1,1,0,2,2,2,1,2,0,2,,,,0
2,,2,2,205,1,0,1,0,0,1,1,0,0,-1,-6,-5,35,-1,-6,-5,35,,,-1,4,-1,-2,2,1,4,,,43,4,1,2,1,0,2,2,1,3,0,2,,,,0
2,,2,2,207,1,0,1,1,0,1,1,0,0,-1,-4,-3,15,-1,-4,-3,15,,,-1,2,-1,-2,1,0,2,,,28,2,1,3,1,0,2,1,0,4,0,1,,,,0
2,,2,2,208,0,0,1,1,0,0,1,0,1,-4,-5,-1,9,-5,-4,1,-9,,,3,4,4,-1,1,0,3,,,63,1,1,2,1,0,1,3,2,2,-2,1,,,,0
2,,2,1,210,0,0,0,0,0,0,0,0,1,-3,-1,2,-8,-1,-3,-2,8,,,-3,-1,-1,0,2,1,-3,,,34,1,1,1,0,3,3,4,2,2,0,2,,,,0
2,,2,3,214,0,0,1,0,0,0,1,0,1,-1,-4,-3,15,-4,-1,3,-15,,,-3,2,2,-2,1,0,-3,,,39,4,0,2,1,0,3,2,1,3,0,2,,,,0
2,,2,2,215,1,1,0,0,0,0,0,0,1,-1,-3,-2,8,-1,-3,-2,8,,,0,2,0,-1,1,0,2,,,50,2,0,2,1,1,1,2,1,3,-1,1,,,,0
2,,2,1,218,0,1,1,0,0,0,0,0,0,-2,-1,1,-3,-1,-2,-1,3,,,-2,-1,-1,0,1,0,-2,,,46,3,1,2,1,1,2,3,2,3,0,1,,,,0
2,,2,2,220,1,1,0,0,1,0,0,0,1,-2,-5,-3,21,-2,-5,-3,21,,,1,4,1,-1,2,1,4,,,41,4,1,2,1,3,2,4,2,2,-1,2,,,,0
2,,2,2,221,1,0,1,0,0,0,1,0,0,-4,-7,-3,33,-4,-7,-3,33,,,1,4,1,-3,1,0,4,,,49,2,0,1,0,1,3,3,2,1,0,1,,,,0
2,,2,2,224,1,0,1,0,0,0,1,0,0,-6,-8,-2,28,-6,-8,-2,28,,,1,3,1,-5,1,0,3,,,32,3,1,2,1,1,3,3,2,2,1,2,,,,0
2,,2,3,226,0,1,1,0,1,0,1,0,0,-2,0,2,-4,0,-2,-2,4,,,-2,0,0,0,0,0,-2,,,63,1,0,0,0,1,3,3,2,0,-5,0,,,,0
2,,2,1,228,0,0,1,0,0,0,1,0,1,-2,-2,0,0,-2,-2,0,0,,,-4,-4,-4,-2,0,0,-4,,,61,2,1,2,1,1,4,2,1,4,-1,0,,,,0
2,,2,3,229,1,0,1,0,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,,,-2,0,-2,-1,3,1,0,,,49,2,1,2,1,2,2,2,1,2,-1,2,,,,0
2,,2,2,233,1,0,1,1,0,1,1,0,0,-1,-3,-2,8,-1,-3,-2,8,,,0,2,0,-1,1,0,2,,,44,3,0,3,1,0,4,1,0,3,0,1,,,,0
2,,2,3,237,0,0,1,0,0,0,1,0,1,-2,-3,-1,5,-3,-2,1,-5,,,-2,3,3,0,0,0,-2,,,46,4,0,1,0,0,2,3,2,2,-2,1,,,,0
2,,2,1,241,1,0,0,0,0,0,0,0,0,-4,-3,1,-7,-4,-3,1,-7,,,-4,-3,-4,0,1,0,-3,,,51,2,0,2,1,1,3,1,0,3,-1,1,,,,0
2,,2,2,242,1,1,0,0,0,0,0,0,1,-5,-7,-2,24,-5,-7,-2,24,,,2,4,2,-3,0,0,4,,,41,2,0,2,1,2,2,2,1,3,-1,2,,,,0
2,,2,1,243,0,0,0,0,0,0,0,0,1,-9,-8,1,-17,-8,-9,-1,17,,,-4,-3,-3,5,0,0,-4,,,62,1,0,1,0,1,3,1,0,2,0,1,,,,0
2,,2,1,248,0,1,1,0,1,0,1,0,0,-3,-1,2,-8,-1,-3,-2,8,,,-1,1,1,2,0,0,-1,,,34,4,1,2,1,0,2,1,0,3,0,1,,,,0
2,,2,1,249,0,1,1,0,0,0,1,0,0,-6,-3,3,-27,-3,-6,-3,27,,,-1,2,2,5,0,0,-1,,,34,4,0,3,1,0,4,0,0,4,5,0,,,,0
2,,2,2,251,0,0,1,1,0,0,1,0,1,-5,-6,-1,11,-6,-5,1,-11,,,3,4,4,-2,1,0,3,,,66,4,1,2,1,2,3,3,2,3,2,1,,,,0
2,,2,3,258,1,0,1,0,0,0,1,0,0,0,-7,-7,49,0,-7,-7,49,,,-3,4,-3,-3,0,0,4,,,68,3,0,1,0,1,3,1,0,2,1,1,,,,0
2,,2,3,260,1,1,0,0,0,0,0,0,1,-1,-3,-2,8,-1,-3,-2,8,,,-2,2,-2,-1,0,0,2,,,48,3,1,3,1,2,4,3,2,2,-3,0,,,,0
2,,2,2,261,0,0,1,0,0,0,1,0,1,-1,-2,-1,3,-2,-1,1,-3,,,0,1,1,-1,1,0,0,,,38,4,1,2,1,1,3,1,0,3,-1,1,,,,0
2,,2,2,262,0,0,1,0,0,0,1,0,1,-4,-5,-1,9,-5,-4,1,-9,,,1,2,2,-3,1,0,1,,,50,4,0,3,1,1,3,1,0,4,1,2,,,,0
2,,2,3,266,1,0,1,1,0,0,0,0,0,-4,-4,0,0,-4,-4,0,0,,,-4,4,-4,0,3,1,4,,,55,1,1,2,1,1,1,3,2,2,0,2,,,,0
2,,2,2,269,1,0,1,1,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,,,0,3,0,-1,0,0,3,,,58,4,0,0,0,1,1,3,2,0,2,1,,,,0
2,,2,3,270,0,1,1,0,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,,,-3,1,1,-1,0,0,-3,,,52,1,1,3,1,1,3,3,2,0,-5,0,,,,0
2,,2,3,272,0,0,1,1,0,0,1,0,1,-1,-3,-2,8,-3,-1,2,-8,,,-2,2,2,-1,2,1,-2,,,42,1,1,2,1,2,2,3,2,2,-1,2,,,,0
2,,2,2,275,1,0,1,0,0,0,1,0,0,-3,-5,-2,16,-3,-5,-2,16,,,0,2,0,-3,1,0,2,,,29,3,1,2,1,1,3,2,1,3,1,2,,,,0
2,,2,2,276,0,0,1,0,0,0,0,0,1,-2,-3,-1,5,-3,-2,1,-5,,,-1,0,0,-3,3,1,-1,,,53,2,1,2,1,1,1,2,1,3,-3,3,,,,0
2,,2,3,279,1,1,1,0,0,0,0,0,1,-3,-1,2,-8,-3,-1,2,-8,,,-1,3,-1,2,0,0,3,,,35,4,0,1,0,1,4,3,2,2,-2,0,,,,0
2,,2,3,281,1,0,1,0,0,0,0,0,0,0,-1,-1,1,0,-1,-1,1,,,0,1,0,0,0,0,1,,,67,2,0,2,1,1,2,1,0,3,0,1,,,,0
2,,2,3,283,1,0,1,0,0,0,0,0,0,-1,-2,-1,3,-1,-2,-1,3,,,-1,2,-1,0,0,0,2,,,48,2,1,2,1,0,0,3,2,0,0,2,,,,0
2,,2,3,284,0,0,1,1,0,0,0,0,1,-1,-1,0,0,-1,-1,0,0,,,-1,1,1,0,0,0,-1,,,62,1,0,2,1,1,2,3,2,3,-1,1,,,,0
2,,2,1,287,0,1,1,0,0,0,0,0,0,-3,-1,2,-8,-1,-3,-2,8,,,-4,-2,-2,-1,1,0,-4,,,58,2,0,2,1,3,2,2,1,2,-1,2,,,,0
