exp,vignette,positions,types,i,unc,vote,vote_spa,vote_straight_A,vote_straight_B,vote_straight_cer,vote_straight_spa,vote_straight_unc,vote_unc,ut_A,ut_B,ut_B_A,ut_B_A_sq,ut_cer,ut_unc,ut_unc_cer,ut_unc_cer_sq,ut_unc_max,ut_unc_min,lr_A,lr_B,lr_cer,lr_i,lr_i_unc,lr_i_unc_cat,lr_unc,lr_unc_max,lr_unc_min,age,education,female,impact,impact_cat,ind_unc,polinterest,risk,risk_cat,satisdmo,sq,sq_unc,switch_1_2,switch_1_2_cer,switch_1_2_unc,amb
5,3,,,1336,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,3,1,1,0,5,59,2,1,2,1,2,2,3,2,3,-3,3,1,0,1,1
5,3,,,1341,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,62,2,0,1,0,1,3,0,0,3,2,1,,,,1
5,3,,,1346,1,0,1,0,0,0,1,0,0,-3,-6,-3,27,-3,-6,-3,27,-5,-10,-2,1,-2,-5,0,0,1,0,5,59,2,1,1,0,0,3,2,1,2,0,1,,,,1
5,3,,,1349,1,0,0,1,0,1,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,2,1,1,0,5,57,2,1,1,0,0,1,4,2,2,0,2,0,0,0,1
5,3,,,1368,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,50,1,0,1,0,2,3,2,1,2,-2,0,,,,1
5,3,,,1372,1,0,0,1,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,2,1,1,0,5,52,4,1,1,0,2,2,3,2,2,0,3,,,,1
5,3,,,1380,1,1,1,0,0,0,1,0,1,-5,-2,3,-21,-5,-2,3,-21,0,-3,-2,1,-2,3,0,0,1,3,0,49,3,0,2,1,1,4,0,0,2,-1,0,0,0,0,1
5,3,,,1385,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,1,0,1,0,5,47,2,1,2,1,1,2,1,0,3,-1,2,0,0,0,1
5,3,,,1387,1,1,1,0,0,0,1,0,1,-5,-2,3,-21,-5,-2,3,-21,0,-3,-2,1,-2,3,0,0,1,3,0,49,4,0,0,0,0,2,3,2,1,-4,0,0,0,0,1
5,3,,,1393,1,0,1,0,0,0,0,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,2,1,1,0,5,24,3,1,2,1,1,3,2,1,3,2,2,,,,1
5,3,,,1401,1,0,1,1,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,26,2,0,2,1,2,3,1,0,4,-3,1,0,0,0,1
5,3,,,1407,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,67,1,1,1,0,0,1,3,2,2,0,1,,,,1
5,3,,,1408,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,38,2,1,1,0,1,1,2,1,2,-4,0,,,,1
5,3,,,1411,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,61,2,0,2,1,1,4,3,2,4,0,0,,,,1
5,3,,,1415,1,0,0,0,0,0,0,0,0,-3,0,3,-9,-3,0,3,-9,0,-4,-2,1,-2,1,2,1,1,1,5,54,2,0,2,1,2,4,2,1,1,0,2,,,,1
5,3,,,1416,1,0,0,0,0,0,0,0,0,-5,-2,3,-21,-5,-2,3,-21,0,-3,-2,1,-2,3,1,0,1,3,0,34,1,0,3,1,1,4,1,0,3,2,2,,,,1
5,3,,,1422,1,1,1,0,0,0,1,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,48,2,1,2,1,0,2,3,2,2,-1,2,0,0,0,1
5,3,,,1443,1,0,1,0,0,0,0,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,0,0,1,0,5,56,2,1,2,1,1,2,1,0,3,-2,1,0,0,0,1
5,3,,,1450,1,0,1,0,0,0,0,0,0,-1,-4,-3,15,-1,-4,-3,15,-3,-8,-2,1,-2,-3,0,0,1,0,5,51,3,0,1,0,1,3,1,0,2,0,1,1,0,1,1
5,3,,,1457,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,46,1,0,1,0,0,2,3,2,2,0,2,0,0,0,1
5,3,,,1463,1,1,1,0,0,0,0,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,59,2,1,2,1,1,2,3,2,3,0,2,,,,1
5,3,,,1471,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,67,1,0,1,0,0,2,3,2,2,0,0,1,0,1,1
5,3,,,1476,1,1,1,0,1,0,1,0,1,-3,0,3,-9,-3,0,3,-9,0,-4,-2,1,-2,1,1,0,1,1,5,66,1,0,1,0,0,2,2,1,1,-2,1,,,,1
5,3,,,1478,1,1,1,0,1,0,1,1,1,-4,-1,3,-15,-4,-1,3,-15,0,-3,-2,1,-2,2,1,0,1,2,5,53,2,0,2,1,2,2,3,2,2,-1,1,,,,1
5,3,,,1479,1,0,0,0,0,0,0,0,0,-3,0,3,-9,-3,0,3,-9,0,-4,-2,1,-2,1,1,0,1,1,5,31,3,0,2,1,1,2,1,0,3,-2,1,,,,1
5,3,,,1483,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,-4,-9,-2,1,-2,-4,0,0,1,0,5,65,2,0,3,1,0,4,4,2,4,-1,1,0,0,0,1
5,3,,,1492,1,1,0,0,0,0,0,0,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,2,1,1,0,5,42,1,1,2,1,2,0,4,2,2,-1,2,0,0,0,1
5,3,,,1494,1,1,1,0,1,0,1,0,1,-3,0,3,-9,-3,0,3,-9,0,-4,-2,1,-2,1,0,0,1,1,5,61,2,0,2,1,1,4,4,2,3,-1,1,0,0,0,1
5,3,,,1496,1,1,1,0,0,0,0,0,1,-5,-2,3,-21,-5,-2,3,-21,0,-3,-2,1,-2,3,1,0,1,3,0,45,2,1,3,1,0,4,3,2,2,-3,0,,,,1
5,3,,,1499,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,44,2,1,2,1,1,2,0,0,2,-2,1,,,,1
5,3,,,1502,1,1,1,0,0,0,1,0,1,-7,-4,3,-33,-7,-4,3,-33,0,-5,-2,1,-2,5,0,0,1,5,0,70,1,1,0,0,0,0,4,2,2,-2,1,,,,1
5,3,,,1504,1,1,1,0,1,0,0,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,38,2,1,1,0,0,3,3,2,1,-2,1,,,,1
5,3,,,1520,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,1,0,1,0,5,59,4,0,0,0,1,2,4,2,1,-1,1,,,,1
5,3,,,1524,1,0,0,0,0,1,0,0,0,-4,-1,3,-15,-4,-1,3,-15,0,-3,-2,1,-2,2,0,0,1,2,5,37,4,0,1,0,0,3,1,0,2,0,1,,,,1
5,3,,,1532,1,1,1,0,0,0,1,0,1,-3,0,3,-9,-3,0,3,-9,0,-4,-2,1,-2,1,1,0,1,1,5,35,3,0,2,1,1,4,3,2,2,-2,0,0,0,0,1
5,3,,,1535,1,1,0,0,0,0,0,0,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,44,3,0,3,1,2,4,0,0,4,-1,0,,,,1
5,3,,,1540,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,1,0,1,0,5,41,4,0,1,0,2,2,3,2,2,-1,2,0,0,0,1
5,3,,,1546,1,0,0,1,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,49,4,0,2,1,2,4,1,0,3,0,1,0,0,0,1
5,3,,,1557,1,0,1,1,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,1,0,1,0,5,61,2,0,1,0,1,2,3,2,1,0,1,,,,1
5,3,,,1562,1,0,0,1,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,55,2,1,2,1,1,2,3,2,2,0,1,0,0,0,1
5,3,,,1567,1,0,1,0,0,0,0,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,51,3,0,1,0,2,2,1,0,2,0,1,0,0,0,1
5,3,,,1576,1,0,1,0,0,0,1,0,0,-3,-6,-3,27,-3,-6,-3,27,-5,-10,-2,1,-2,-5,1,0,1,0,5,44,2,1,2,1,0,2,2,1,2,-1,2,,,,1
5,3,,,1584,1,0,1,0,0,0,0,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,62,1,0,2,1,1,2,1,0,3,0,1,,,,1
5,3,,,1586,1,0,0,1,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,30,2,0,1,0,1,0,2,1,2,1,2,,,,1
5,3,,,1593,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,19,3,0,3,1,2,3,1,0,4,0,2,,,,1
5,3,,,1594,1,1,1,0,0,0,1,1,1,-3,0,3,-9,-3,0,3,-9,0,-4,-2,1,-2,1,0,0,1,1,5,39,4,1,2,1,2,4,3,2,3,0,0,0,0,0,1
5,3,,,1599,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,60,2,1,2,1,2,2,3,2,3,0,2,,,,1
5,3,,,1603,1,1,1,0,0,0,1,1,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,2,1,1,0,5,30,1,0,2,1,3,3,0,0,2,0,2,0,0,0,1
5,3,,,1610,1,0,1,0,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,-3,-8,-2,1,-2,-3,0,0,1,0,5,63,1,1,2,1,0,1,3,2,2,-3,3,0,0,0,1
5,3,,,1620,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,41,2,0,2,1,1,3,1,0,3,1,1,0,0,0,1
5,3,,,1626,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,-4,-9,-2,1,-2,-4,0,0,1,0,5,69,2,1,1,0,1,3,2,1,2,1,1,,,,1
5,3,,,1627,1,0,1,1,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,46,1,0,2,1,1,3,4,2,1,-1,1,0,0,0,1
5,3,,,1630,1,1,0,0,0,0,0,0,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,44,1,1,2,1,2,1,3,2,2,-2,1,0,0,0,1
5,3,,,1640,1,0,0,0,0,0,0,0,0,-7,-4,3,-33,-7,-4,3,-33,0,-5,-2,1,-2,5,0,0,1,5,0,67,1,1,2,1,2,4,4,2,2,0,1,1,0,1,1
5,3,,,1647,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,65,2,1,3,1,2,4,3,2,3,0,1,,,,1
5,3,,,1653,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,19,3,1,2,1,1,2,3,2,2,1,2,0,0,0,1
5,3,,,1655,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,56,2,0,2,1,0,3,3,2,3,2,1,,,,1
5,3,,,1658,1,0,0,0,0,0,0,0,0,-4,-1,3,-15,-4,-1,3,-15,0,-3,-2,1,-2,2,0,0,1,2,5,63,2,0,2,1,2,4,1,0,3,4,0,1,0,1,1
5,3,,,1662,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,1,0,1,0,5,22,3,1,2,1,1,2,1,0,2,0,2,0,0,0,1
5,3,,,1674,1,0,1,0,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,-3,-8,-2,1,-2,-3,1,0,1,0,5,54,2,1,1,0,1,2,3,2,2,0,2,,,,1
5,3,,,1683,1,0,0,1,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,54,1,1,1,0,1,2,1,0,2,0,2,0,0,0,1
5,3,,,1689,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,33,3,1,2,1,1,0,3,2,2,0,2,0,0,0,1
5,3,,,1695,1,0,1,0,0,0,1,0,0,-3,-6,-3,27,-3,-6,-3,27,-5,-10,-2,1,-2,-5,2,1,1,0,5,54,1,0,1,0,1,2,4,2,2,-5,2,0,0,0,1
5,3,,,1700,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,56,2,1,2,1,1,3,4,2,3,0,3,,,,1
5,3,,,1701,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,-4,-9,-2,1,-2,-4,1,0,1,0,5,59,1,1,2,1,0,2,3,2,3,-4,1,,,,1
5,3,,,1703,1,0,1,0,0,0,0,0,0,-1,-4,-3,15,-1,-4,-3,15,-3,-8,-2,1,-2,-3,1,0,1,0,5,42,4,1,3,1,2,3,1,0,2,1,1,0,0,0,1
5,3,,,1714,1,0,1,1,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,2,1,1,0,5,33,3,0,2,1,0,2,1,0,3,-1,2,0,0,0,1
5,3,,,1722,1,0,1,0,0,1,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,0,0,1,0,5,43,4,0,2,1,0,3,3,2,3,0,1,0,0,0,1
5,3,,,1728,1,0,1,0,0,0,0,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,0,0,1,0,5,33,2,0,2,1,2,2,1,0,3,-1,1,1,1,0,1
5,3,,,1731,1,0,1,1,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,0,0,1,0,5,26,4,1,2,1,1,2,1,0,3,-1,2,,,,1
5,3,,,1733,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,61,1,1,0,0,1,1,4,2,2,-1,1,0,0,0,1
5,3,,,1744,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,1,0,1,0,5,62,2,1,0,0,0,0,1,0,1,-5,2,0,0,0,1
5,3,,,1750,1,1,1,0,1,0,1,0,1,-3,0,3,-9,-3,0,3,-9,0,-4,-2,1,-2,1,1,0,1,1,5,53,1,1,2,1,1,3,3,2,0,-5,0,0,0,0,1
5,3,,,1752,1,0,1,1,0,0,0,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,41,3,1,1,0,2,3,0,0,0,-2,1,,,,1
5,3,,,1766,1,0,1,0,0,1,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,1,0,1,0,5,36,2,0,1,0,0,2,1,0,1,-2,1,0,0,0,1
5,3,,,1774,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,0,0,1,0,5,38,2,0,3,1,3,2,1,0,3,0,0,1,0,1,1
5,3,,,1780,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,-4,-9,-2,1,-2,-4,0,0,1,0,5,36,3,0,3,1,2,4,3,2,3,1,1,,,,1
5,3,,,1783,1,0,1,0,0,0,1,0,0,-1,-4,-3,15,-1,-4,-3,15,-3,-8,-2,1,-2,-3,0,0,1,0,5,20,3,0,2,1,1,4,2,1,3,0,1,0,0,0,1
5,3,,,1789,1,1,0,0,0,0,0,0,1,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,55,2,1,2,1,3,1,3,2,2,0,1,,,,1
5,3,,,1790,1,0,1,0,0,0,0,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,36,4,1,1,0,1,2,2,1,2,-2,2,,,,1
5,3,,,1797,1,0,1,0,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,2,1,1,0,5,55,2,1,1,0,2,1,3,2,3,-1,3,0,0,0,1
5,3,,,1805,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,-4,-9,-2,1,-2,-4,0,0,1,0,5,56,4,0,3,1,1,4,2,1,3,1,0,0,0,0,1
5,3,,,1811,1,0,1,0,0,0,0,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,2,1,1,0,5,51,3,1,1,0,2,3,3,2,2,0,2,1,0,1,1
5,3,,,1820,1,0,1,0,0,0,1,0,0,-3,-6,-3,27,-3,-6,-3,27,-5,-10,-2,1,-2,-5,0,0,1,0,5,58,2,0,2,1,0,4,1,0,2,2,0,0,0,0,1
5,3,,,1821,1,0,1,0,0,0,1,0,0,-3,-6,-3,27,-3,-6,-3,27,-5,-10,-2,1,-2,-5,0,0,1,0,5,61,1,0,1,0,0,4,1,0,2,2,1,0,0,0,1
5,3,,,1829,1,0,0,1,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,50,2,0,1,0,2,2,3,2,2,0,2,0,0,0,1
5,3,,,1833,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,2,1,1,0,5,62,1,1,3,1,1,1,3,2,3,-3,1,,,,1
5,3,,,1840,1,1,1,0,1,0,0,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,60,2,1,0,0,0,1,3,2,1,-4,2,,,,1
5,3,,,1846,1,0,1,1,0,1,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,0,0,1,0,5,47,3,1,1,0,0,2,3,2,0,0,1,0,0,0,1
5,3,,,1851,1,0,1,1,0,0,1,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,1,0,1,0,5,24,3,1,1,0,3,3,3,2,2,-3,0,0,0,0,1
5,3,,,1856,1,0,0,0,0,0,0,0,0,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,0,0,1,0,5,55,2,1,1,0,2,2,1,0,0,-2,0,0,0,0,1
5,3,,,1863,1,0,1,0,0,0,1,0,0,-2,-5,-3,21,-2,-5,-3,21,-4,-9,-2,1,-2,-4,0,0,1,0,5,53,3,0,2,1,0,2,3,2,3,-1,0,0,0,0,1
5,3,,,1864,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,0,0,1,0,5,65,1,1,1,0,1,2,3,2,3,-1,1,0,0,0,1
5,3,,,1868,1,0,1,0,0,1,0,0,0,-1,-2,-1,3,-1,-2,-1,3,-1,-6,-2,1,-2,-1,2,1,1,0,5,31,3,1,2,1,0,2,1,0,2,-3,1,,,,1
5,3,,,1873,1,1,1,0,0,0,0,0,1,-2,-1,1,-3,-2,-1,1,-3,0,-5,-2,1,-2,0,4,1,1,0,5,54,2,0,1,0,2,0,2,1,2,0,4,,,,1
5,3,,,1877,1,0,1,0,0,0,1,0,0,0,-3,-3,9,0,-3,-3,9,-2,-7,-2,1,-2,-2,0,0,1,0,5,37,3,1,3,1,1,3,1,0,4,-1,0,0,0,0,1
